,ats_accuracy,mae,rmse,correlation
elo,0.6331444759206799,11.226509084165215,14.31976598839207,0.37305557786947163
neural_network,0.9192634560906515,3.6665898133994927,4.63085352662547,0.9524728512365589
xgboost,0.9043909348441926,4.1790330568565945,5.345161376573203,0.936529066685844
ensemble,0.9001416430594901,4.606142947502231,5.9396836313855585,0.9387632338694735
