GAME_DATE,HOME_TEAM,AWAY_TEAM,H2H_GAMES,H2H_HOME_WINS,H2H_AVG_MARGIN
2023-12-15,Toronto Raptors,Atlanta Hawks,17,11,3.0588235294117645
2023-12-15,Philadelphia 76ers,Detroit Pistons,19,16,3.6842105263157894
2023-12-15,Washington Wizards,Indiana Pacers,18,8,6.166666666666667
2023-12-15,Charlotte Hornets,New Orleans Pelicans,9,4,-4.777777777777778
2023-12-15,Boston Celtics,Orlando Magic,17,10,-1.1764705882352942
2023-12-16,Denver Nuggets,Oklahoma City Thunder,19,15,-2.0
2023-12-16,LA Clippers,New York Knicks,10,6,-0.3
2023-12-16,Portland Trail Blazers,Dallas Mavericks,19,8,2.1052631578947367
2023-12-16,Golden State Warriors,Brooklyn Nets,9,4,8.0
2023-12-16,Sacramento Kings,Utah Jazz,19,6,-1.4736842105263157
2023-12-16,Miami Heat,Chicago Bulls,18,11,-3.388888888888889
2023-12-16,Cleveland Cavaliers,Atlanta Hawks,16,8,8.1875
2023-12-16,Charlotte Hornets,Philadelphia 76ers,15,2,1.7333333333333334
2023-12-16,Milwaukee Bucks,Detroit Pistons,19,18,-1.4210526315789473
2023-12-16,Minnesota Timberwolves,Indiana Pacers,10,5,-0.3
2023-12-17,Boston Celtics,Orlando Magic,18,11,-0.16666666666666666
2023-12-17,San Antonio Spurs,New Orleans Pelicans,18,10,0.1111111111111111
2023-12-17,Milwaukee Bucks,Houston Rockets,10,7,5.6
2023-12-17,Phoenix Suns,Washington Wizards,10,4,5.5
2023-12-17,Portland Trail Blazers,Golden State Warriors,18,7,1.0
2023-12-18,Los Angeles Lakers,New York Knicks,10,5,3.6
2023-12-18,Sacramento Kings,Washington Wizards,10,7,-3.1
2023-12-18,Utah Jazz,Brooklyn Nets,10,6,8.5
2023-12-18,Denver Nuggets,Dallas Mavericks,17,9,5.176470588235294
2023-12-18,Oklahoma City Thunder,Memphis Grizzlies,16,7,11.25
2023-12-18,Miami Heat,Minnesota Timberwolves,11,2,3.6363636363636362
2023-12-18,Atlanta Hawks,Detroit Pistons,17,10,2.235294117647059
2023-12-18,Philadelphia 76ers,Chicago Bulls,17,14,-2.411764705882353
2023-12-18,Indiana Pacers,LA Clippers,9,3,7.555555555555555
2023-12-18,Cleveland Cavaliers,Houston Rockets,9,6,9.0
2023-12-18,Toronto Raptors,Charlotte Hornets,17,11,4.882352941176471
2023-12-19,New Orleans Pelicans,Memphis Grizzlies,19,11,5.7368421052631575
2023-12-19,Milwaukee Bucks,San Antonio Spurs,10,5,10.7
2023-12-19,Golden State Warriors,Boston Celtics,10,3,-3.3
2023-12-19,Portland Trail Blazers,Phoenix Suns,18,8,8.833333333333334
2023-12-20,Houston Rockets,Atlanta Hawks,10,6,4.3
2023-12-20,Sacramento Kings,Boston Celtics,10,3,1.9
2023-12-20,Dallas Mavericks,LA Clippers,20,9,-0.95
2023-12-20,Toronto Raptors,Denver Nuggets,10,4,7.0
2023-12-20,Chicago Bulls,Los Angeles Lakers,9,3,-6.444444444444445
2023-12-20,Philadelphia 76ers,Minnesota Timberwolves,10,7,-0.5
2023-12-20,Brooklyn Nets,New York Knicks,19,14,4.7368421052631575
2023-12-20,Orlando Magic,Miami Heat,19,7,2.9473684210526314
2023-12-20,Indiana Pacers,Charlotte Hornets,18,8,2.3333333333333335
2023-12-20,Cleveland Cavaliers,Utah Jazz,9,2,-1.1111111111111112
2023-12-21,Minnesota Timberwolves,Los Angeles Lakers,15,8,5.6
2023-12-21,Oklahoma City Thunder,LA Clippers,18,8,9.5
2023-12-21,Milwaukee Bucks,Orlando Magic,18,16,-3.2777777777777777
2023-12-21,Portland Trail Blazers,Washington Wizards,10,7,-5.6
2023-12-21,Chicago Bulls,San Antonio Spurs,10,5,4.4
2023-12-21,Cleveland Cavaliers,New Orleans Pelicans,10,3,1.2
2023-12-21,Detroit Pistons,Utah Jazz,10,2,1.6
2023-12-21,Memphis Grizzlies,Indiana Pacers,10,5,3.2
2023-12-22,Philadelphia 76ers,Toronto Raptors,21,10,2.9523809523809526
2023-12-22,Brooklyn Nets,Denver Nuggets,11,6,3.909090909090909
2023-12-22,Miami Heat,Atlanta Hawks,20,12,2.7
2023-12-22,Houston Rockets,Dallas Mavericks,19,7,-2.5789473684210527
2023-12-22,Golden State Warriors,Washington Wizards,10,6,1.5
2023-12-22,Sacramento Kings,Phoenix Suns,20,11,0.15
2023-12-23,Toronto Raptors,Utah Jazz,10,5,3.2
2023-12-23,Golden State Warriors,Portland Trail Blazers,19,12,0.7368421052631579
2023-12-23,Dallas Mavericks,San Antonio Spurs,20,13,0.6
2023-12-23,Oklahoma City Thunder,Los Angeles Lakers,18,7,-1.7777777777777777
2023-12-23,Sacramento Kings,Minnesota Timberwolves,18,8,2.0
2023-12-23,Brooklyn Nets,Detroit Pistons,16,12,2.4375
2023-12-23,Chicago Bulls,Cleveland Cavaliers,19,10,0.42105263157894735
2023-12-23,New Orleans Pelicans,Houston Rockets,20,11,1.55
2023-12-23,Indiana Pacers,Orlando Magic,18,11,-1.5555555555555556
2023-12-23,Charlotte Hornets,Denver Nuggets,10,2,2.9
2023-12-23,LA Clippers,Boston Celtics,10,6,4.6
2023-12-23,New York Knicks,Milwaukee Bucks,19,4,6.0
2023-12-23,Atlanta Hawks,Memphis Grizzlies,10,4,-1.1
2023-12-25,New York Knicks,Milwaukee Bucks,20,4,4.75
2023-12-25,Denver Nuggets,Golden State Warriors,17,10,1.8823529411764706
2023-12-25,Los Angeles Lakers,Boston Celtics,10,4,4.8
2023-12-25,Miami Heat,Philadelphia 76ers,17,9,3.4705882352941178
2023-12-25,Phoenix Suns,Dallas Mavericks,18,13,3.388888888888889
2023-12-26,LA Clippers,Charlotte Hornets,9,9,4.888888888888889
2023-12-26,Portland Trail Blazers,Sacramento Kings,18,9,-3.2222222222222223
2023-12-26,San Antonio Spurs,Utah Jazz,17,8,5.647058823529412
2023-12-26,Oklahoma City Thunder,Minnesota Timberwolves,19,7,-3.0
2023-12-26,Houston Rockets,Indiana Pacers,10,3,2.2
2023-12-26,Chicago Bulls,Atlanta Hawks,18,10,0.6666666666666666
2023-12-26,Washington Wizards,Orlando Magic,21,10,1.8095238095238095
2023-12-26,Detroit Pistons,Brooklyn Nets,17,4,2.9411764705882355
2023-12-26,New Orleans Pelicans,Memphis Grizzlies,20,11,5.35
2023-12-27,Orlando Magic,Philadelphia 76ers,18,5,2.1666666666666665
2023-12-27,Washington Wizards,Toronto Raptors,17,3,2.0
2023-12-27,Brooklyn Nets,Milwaukee Bucks,18,5,-0.5
2023-12-27,Houston Rockets,Phoenix Suns,16,7,3.6875
2023-12-27,Oklahoma City Thunder,New York Knicks,9,7,-6.555555555555555
2023-12-27,Dallas Mavericks,Cleveland Cavaliers,10,7,-3.3
2023-12-28,Golden State Warriors,Miami Heat,10,5,3.6
2023-12-28,Los Angeles Lakers,Charlotte Hornets,9,7,0.4444444444444444
2023-12-28,Denver Nuggets,Memphis Grizzlies,17,11,5.529411764705882
2023-12-28,Portland Trail Blazers,San Antonio Spurs,18,9,1.7222222222222223
2023-12-28,Minnesota Timberwolves,Dallas Mavericks,17,7,1.5294117647058822
2023-12-28,Chicago Bulls,Indiana Pacers,20,7,-2.3
2023-12-28,New Orleans Pelicans,Utah Jazz,19,5,4.315789473684211
2023-12-28,Boston Celtics,Detroit Pistons,17,12,0.47058823529411764
2023-12-29,LA Clippers,Memphis Grizzlies,18,9,3.8333333333333335
2023-12-29,Portland Trail Blazers,San Antonio Spurs,19,9,0.9473684210526315
2023-12-29,Phoenix Suns,Charlotte Hornets,10,7,2.4
2023-12-29,Denver Nuggets,Oklahoma City Thunder,20,15,-1.95
2023-12-29,Houston Rockets,Philadelphia 76ers,10,3,2.9
2023-12-29,Cleveland Cavaliers,Milwaukee Bucks,18,6,4.777777777777778
2023-12-29,Boston Celtics,Toronto Raptors,21,16,1.0476190476190477
2023-12-29,Atlanta Hawks,Sacramento Kings,9,5,1.4444444444444444
2023-12-29,Washington Wizards,Brooklyn Nets,20,8,0.85
2023-12-29,Orlando Magic,New York Knicks,16,8,-0.375
2023-12-30,Golden State Warriors,Dallas Mavericks,17,6,-1.5294117647058822
2023-12-30,Minnesota Timberwolves,Los Angeles Lakers,16,9,5.6875
2023-12-30,Chicago Bulls,Philadelphia 76ers,18,4,-2.5
2023-12-30,Utah Jazz,Miami Heat,10,3,7.1
2023-12-30,Detroit Pistons,Toronto Raptors,17,9,2.176470588235294
2023-12-30,Indiana Pacers,New York Knicks,18,10,1.7777777777777777
2023-12-31,Washington Wizards,Atlanta Hawks,20,6,2.15
2023-12-31,New Orleans Pelicans,Los Angeles Lakers,19,6,3.1578947368421053
2023-12-31,Oklahoma City Thunder,Brooklyn Nets,9,7,-8.222222222222221
2023-12-31,San Antonio Spurs,Boston Celtics,10,6,0.7
2023-12-31,Memphis Grizzlies,Sacramento Kings,18,10,1.2777777777777777
2023-12-31,Phoenix Suns,Orlando Magic,10,6,6.6
2024-01-01,Utah Jazz,Dallas Mavericks,19,10,9.842105263157896
2024-01-01,LA Clippers,Miami Heat,10,6,-1.5
2024-01-01,Phoenix Suns,Portland Trail Blazers,19,10,8.631578947368421
2024-01-01,Denver Nuggets,Charlotte Hornets,11,9,2.0
2024-01-01,Houston Rockets,Detroit Pistons,9,5,-3.2222222222222223
2024-01-01,Toronto Raptors,Cleveland Cavaliers,19,12,9.473684210526315
2024-01-01,New York Knicks,Minnesota Timberwolves,9,3,-0.7777777777777778
2024-01-01,Milwaukee Bucks,Indiana Pacers,22,17,4.2272727272727275
2024-01-02,Philadelphia 76ers,Chicago Bulls,19,14,-1.6842105263157894
2024-01-02,Memphis Grizzlies,San Antonio Spurs,20,15,-2.2
2024-01-02,New Orleans Pelicans,Brooklyn Nets,10,2,1.2
2024-01-02,Oklahoma City Thunder,Boston Celtics,10,3,1.0
2024-01-02,Golden State Warriors,Orlando Magic,10,4,6.3
2024-01-02,Sacramento Kings,Charlotte Hornets,10,3,5.0
2024-01-03,Memphis Grizzlies,Toronto Raptors,9,3,-3.4444444444444446
2024-01-03,Sacramento Kings,Orlando Magic,10,7,2.7
2024-01-03,Los Angeles Lakers,Miami Heat,11,6,2.727272727272727
2024-01-03,Utah Jazz,Detroit Pistons,11,9,0.7272727272727273
2024-01-03,Phoenix Suns,LA Clippers,19,7,2.9473684210526314
2024-01-03,Dallas Mavericks,Portland Trail Blazers,20,12,1.45
2024-01-03,Atlanta Hawks,Oklahoma City Thunder,10,5,8.3
2024-01-03,Houston Rockets,Brooklyn Nets,10,3,1.0
2024-01-03,New York Knicks,Chicago Bulls,16,10,1.8125
2024-01-03,Indiana Pacers,Milwaukee Bucks,23,6,3.652173913043478
2024-01-03,Cleveland Cavaliers,Washington Wizards,17,9,2.0588235294117645
2024-01-03,Minnesota Timberwolves,New Orleans Pelicans,20,11,-0.35
2024-01-04,San Antonio Spurs,Milwaukee Bucks,11,5,10.909090909090908
2024-01-04,Golden State Warriors,Denver Nuggets,18,7,2.111111111111111
2024-01-05,Denver Nuggets,Orlando Magic,11,8,5.181818181818182
2024-01-05,Phoenix Suns,Miami Heat,10,5,-8.4
2024-01-05,Dallas Mavericks,Portland Trail Blazers,21,13,2.761904761904762
2024-01-05,Sacramento Kings,Toronto Raptors,10,2,-3.3
2024-01-05,Los Angeles Lakers,Memphis Grizzlies,18,11,4.833333333333333
2024-01-05,Golden State Warriors,Detroit Pistons,10,6,3.9
2024-01-05,New Orleans Pelicans,LA Clippers,18,12,4.722222222222222
2024-01-05,Indiana Pacers,Atlanta Hawks,18,10,2.388888888888889
2024-01-05,Chicago Bulls,Charlotte Hornets,18,11,0.9444444444444444
2024-01-05,Philadelphia 76ers,New York Knicks,19,15,1.8421052631578947
2024-01-05,Cleveland Cavaliers,Washington Wizards,18,10,4.111111111111111
2024-01-05,Brooklyn Nets,Oklahoma City Thunder,10,2,-5.8
2024-01-05,Boston Celtics,Utah Jazz,10,3,3.0
2024-01-05,Houston Rockets,Minnesota Timberwolves,17,7,2.0
2024-01-06,Indiana Pacers,Boston Celtics,18,6,5.611111111111111
2024-01-06,Washington Wizards,New York Knicks,19,8,-3.4210526315789473
2024-01-06,Philadelphia 76ers,Utah Jazz,10,6,3.8
2024-01-06,Houston Rockets,Milwaukee Bucks,11,3,5.909090909090909
2024-01-07,Los Angeles Lakers,LA Clippers,20,5,1.1
2024-01-07,Golden State Warriors,Toronto Raptors,9,4,6.555555555555555
2024-01-07,Phoenix Suns,Memphis Grizzlies,19,9,-2.4210526315789473
2024-01-07,Denver Nuggets,Detroit Pistons,11,8,2.6363636363636362
2024-01-07,Cleveland Cavaliers,San Antonio Spurs,10,6,-3.4
2024-01-07,Sacramento Kings,New Orleans Pelicans,20,8,6.05
2024-01-07,Orlando Magic,Atlanta Hawks,20,8,1.25
2024-01-07,Brooklyn Nets,Portland Trail Blazers,10,5,-1.5
2024-01-07,Dallas Mavericks,Minnesota Timberwolves,18,10,1.8888888888888888
2024-01-08,Milwaukee Bucks,Utah Jazz,10,5,0.4
2024-01-08,Miami Heat,Houston Rockets,10,8,6.4
2024-01-08,LA Clippers,Phoenix Suns,20,13,2.35
2024-01-08,Indiana Pacers,Boston Celtics,19,6,4.421052631578948
2024-01-08,Charlotte Hornets,Chicago Bulls,19,7,1.5789473684210527
2024-01-08,Washington Wizards,Oklahoma City Thunder,10,6,-2.5
2024-01-09,Detroit Pistons,Sacramento Kings,10,3,-0.5
2024-01-09,Orlando Magic,Minnesota Timberwolves,10,7,-4.4
2024-01-09,New York Knicks,Portland Trail Blazers,10,4,9.2
2024-01-09,Dallas Mavericks,Memphis Grizzlies,21,11,-1.4761904761904763
2024-01-09,Los Angeles Lakers,Toronto Raptors,10,3,-0.4
2024-01-10,LA Clippers,Toronto Raptors,10,6,-2.8
2024-01-10,Golden State Warriors,New Orleans Pelicans,18,12,3.2777777777777777
2024-01-10,Utah Jazz,Denver Nuggets,19,11,4.421052631578948
2024-01-10,Chicago Bulls,Houston Rockets,9,4,-3.6666666666666665
2024-01-10,Miami Heat,Oklahoma City Thunder,10,8,-1.9
2024-01-10,Indiana Pacers,Washington Wizards,19,10,6.578947368421052
2024-01-10,Detroit Pistons,San Antonio Spurs,10,3,12.1
2024-01-10,Charlotte Hornets,Sacramento Kings,11,8,3.909090909090909
2024-01-10,Boston Celtics,Minnesota Timberwolves,10,8,2.9
2024-01-10,Atlanta Hawks,Philadelphia 76ers,19,7,9.578947368421053
2024-01-11,Cleveland Cavaliers,Brooklyn Nets,16,7,1.3125
2024-01-11,Milwaukee Bucks,Boston Celtics,17,8,1.8823529411764706
2024-01-11,Oklahoma City Thunder,Portland Trail Blazers,20,16,0.95
2024-01-11,Dallas Mavericks,New York Knicks,10,4,-8.1
2024-01-11,Los Angeles Lakers,Phoenix Suns,21,12,7.333333333333333
2024-01-12,Minnesota Timberwolves,Portland Trail Blazers,17,8,9.588235294117647
2024-01-12,San Antonio Spurs,Charlotte Hornets,10,3,-2.5
2024-01-12,Utah Jazz,Toronto Raptors,11,6,2.272727272727273
2024-01-12,Denver Nuggets,New Orleans Pelicans,20,11,-0.05
2024-01-12,Memphis Grizzlies,LA Clippers,19,9,4.2105263157894735
2024-01-12,Chicago Bulls,Golden State Warriors,10,1,4.3
2024-01-12,Miami Heat,Orlando Magic,20,13,2.35
2024-01-12,Detroit Pistons,Houston Rockets,10,4,-0.6
2024-01-12,Atlanta Hawks,Indiana Pacers,19,8,4.052631578947368
2024-01-12,Philadelphia 76ers,Sacramento Kings,10,9,3.3
2024-01-13,Utah Jazz,Los Angeles Lakers,18,7,6.5
2024-01-13,Dallas Mavericks,New Orleans Pelicans,21,13,3.9523809523809526
2024-01-13,Oklahoma City Thunder,Orlando Magic,10,7,2.3
2024-01-13,San Antonio Spurs,Chicago Bulls,11,5,5.7272727272727275
2024-01-13,Memphis Grizzlies,New York Knicks,9,6,-6.333333333333333
2024-01-13,Atlanta Hawks,Washington Wizards,21,15,1.8571428571428572
2024-01-13,Boston Celtics,Houston Rockets,10,5,3.6
2024-01-13,Milwaukee Bucks,Golden State Warriors,9,5,6.222222222222222
2024-01-14,Denver Nuggets,Indiana Pacers,10,8,4.3
2024-01-14,Miami Heat,Charlotte Hornets,20,13,3.6
2024-01-14,Milwaukee Bucks,Sacramento Kings,10,10,3.8
2024-01-14,Minnesota Timberwolves,LA Clippers,16,5,4.5
2024-01-14,Portland Trail Blazers,Phoenix Suns,20,9,9.25
2024-01-15,Cleveland Cavaliers,Chicago Bulls,20,10,-0.3
2024-01-15,Utah Jazz,Indiana Pacers,11,5,6.7272727272727275
2024-01-15,Toronto Raptors,Boston Celtics,22,5,1.0909090909090908
2024-01-15,Brooklyn Nets,Miami Heat,20,11,0.75
2024-01-15,Memphis Grizzlies,Golden State Warriors,18,9,7.0
2024-01-15,Los Angeles Lakers,Oklahoma City Thunder,19,12,-2.1578947368421053
2024-01-15,Washington Wizards,Detroit Pistons,18,14,9.0
2024-01-15,New York Knicks,Orlando Magic,17,8,0.17647058823529413
2024-01-15,Dallas Mavericks,New Orleans Pelicans,22,13,3.3181818181818183
2024-01-15,Philadelphia 76ers,Houston Rockets,11,8,2.272727272727273
2024-01-15,Atlanta Hawks,San Antonio Spurs,11,6,-1.6363636363636365
2024-01-16,Philadelphia 76ers,Denver Nuggets,10,4,2.2
2024-01-16,Phoenix Suns,Sacramento Kings,21,9,0.8571428571428571
2024-01-16,LA Clippers,Oklahoma City Thunder,19,10,10.0
2024-01-17,Los Angeles Lakers,Dallas Mavericks,19,9,1.5789473684210527
2024-01-17,New Orleans Pelicans,Charlotte Hornets,10,6,-4.8
2024-01-17,Toronto Raptors,Miami Heat,19,11,0.7894736842105263
2024-01-17,New York Knicks,Houston Rockets,10,7,2.6
2024-01-17,Portland Trail Blazers,Brooklyn Nets,11,6,-2.0
2024-01-17,Boston Celtics,San Antonio Spurs,11,5,-2.3636363636363638
2024-01-17,Atlanta Hawks,Orlando Magic,21,12,1.5238095238095237
2024-01-17,Detroit Pistons,Minnesota Timberwolves,9,4,0.3333333333333333
2024-01-17,Cleveland Cavaliers,Milwaukee Bucks,19,6,4.105263157894737
2024-01-18,New York Knicks,Washington Wizards,20,12,-4.05
2024-01-18,Toronto Raptors,Chicago Bulls,19,11,2.526315789473684
2024-01-18,Utah Jazz,Oklahoma City Thunder,19,9,3.8947368421052633
2024-01-18,Minnesota Timberwolves,Memphis Grizzlies,20,8,2.9
2024-01-18,Sacramento Kings,Indiana Pacers,9,5,4.555555555555555
2024-01-19,Los Angeles Lakers,Brooklyn Nets,10,4,-4.0
2024-01-19,Portland Trail Blazers,Indiana Pacers,11,7,2.272727272727273
2024-01-19,New Orleans Pelicans,Phoenix Suns,17,7,1.8235294117647058
2024-01-19,Charlotte Hornets,San Antonio Spurs,11,7,1.0
2024-01-19,Boston Celtics,Denver Nuggets,10,6,2.8
2024-01-19,Orlando Magic,Philadelphia 76ers,19,5,1.0
2024-01-19,Miami Heat,Atlanta Hawks,21,13,3.0
2024-01-20,Chicago Bulls,Memphis Grizzlies,10,5,5.2
2024-01-20,Minnesota Timberwolves,Oklahoma City Thunder,20,12,-1.7
2024-01-20,Houston Rockets,Utah Jazz,17,6,-2.1176470588235294
2024-01-20,New York Knicks,Toronto Raptors,19,6,4.894736842105263
2024-01-20,Detroit Pistons,Milwaukee Bucks,20,1,0.25
2024-01-20,Washington Wizards,San Antonio Spurs,10,3,2.5
2024-01-20,Charlotte Hornets,Philadelphia 76ers,16,2,-1.6875
2024-01-20,Atlanta Hawks,Cleveland Cavaliers,17,8,8.176470588235293
2024-01-21,LA Clippers,Brooklyn Nets,10,4,-5.0
2024-01-21,Orlando Magic,Miami Heat,21,7,2.380952380952381
2024-01-21,Washington Wizards,Denver Nuggets,10,4,0.4
2024-01-21,Houston Rockets,Boston Celtics,11,5,6.181818181818182
2024-01-21,Phoenix Suns,Indiana Pacers,10,6,-1.6
2024-01-21,Los Angeles Lakers,Portland Trail Blazers,20,11,2.35
2024-01-22,Sacramento Kings,Atlanta Hawks,10,5,0.6
2024-01-22,Phoenix Suns,Chicago Bulls,10,8,0.2
2024-01-22,Dallas Mavericks,Boston Celtics,10,5,1.6
2024-01-22,Minnesota Timberwolves,Charlotte Hornets,11,4,-1.8181818181818181
2024-01-22,Toronto Raptors,Memphis Grizzlies,10,7,-3.6
2024-01-22,Orlando Magic,Cleveland Cavaliers,18,10,5.555555555555555
2024-01-22,Detroit Pistons,Milwaukee Bucks,21,1,-0.047619047619047616
2024-01-22,Philadelphia 76ers,San Antonio Spurs,10,8,6.7
2024-01-23,Indiana Pacers,Denver Nuggets,11,2,4.636363636363637
2024-01-23,Brooklyn Nets,New York Knicks,20,14,3.55
2024-01-23,New Orleans Pelicans,Utah Jazz,20,6,4.45
2024-01-23,Oklahoma City Thunder,Portland Trail Blazers,21,17,3.857142857142857
2024-01-23,LA Clippers,Los Angeles Lakers,21,15,1.1904761904761905
2024-01-24,Golden State Warriors,Atlanta Hawks,9,4,4.444444444444445
2024-01-24,Dallas Mavericks,Phoenix Suns,19,6,2.473684210526316
2024-01-24,Milwaukee Bucks,Cleveland Cavaliers,20,13,5.9
2024-01-24,Houston Rockets,Portland Trail Blazers,17,5,0.23529411764705882
2024-01-24,Miami Heat,Memphis Grizzlies,11,6,-0.09090909090909091
2024-01-24,Washington Wizards,Minnesota Timberwolves,10,8,-3.2
2024-01-24,Detroit Pistons,Charlotte Hornets,19,4,-0.6842105263157895
2024-01-24,San Antonio Spurs,Oklahoma City Thunder,18,8,6.166666666666667
2024-01-25,Indiana Pacers,Philadelphia 76ers,20,7,1.55
2024-01-25,Washington Wizards,Utah Jazz,10,4,-2.7
2024-01-25,Brooklyn Nets,Minnesota Timberwolves,10,4,-1.2
2024-01-25,Miami Heat,Boston Celtics,18,7,2.111111111111111
2024-01-25,New York Knicks,Denver Nuggets,10,2,-4.5
2024-01-25,Golden State Warriors,Sacramento Kings,21,15,0.38095238095238093
2024-01-25,Los Angeles Lakers,Chicago Bulls,10,6,-4.2
2024-01-26,San Antonio Spurs,Portland Trail Blazers,20,10,1.2
2024-01-26,New Orleans Pelicans,Oklahoma City Thunder,19,9,-2.1578947368421053
2024-01-26,Milwaukee Bucks,Cleveland Cavaliers,21,14,6.095238095238095
2024-01-26,Memphis Grizzlies,Orlando Magic,10,6,6.2
2024-01-26,Atlanta Hawks,Dallas Mavericks,10,5,6.5
2024-01-26,Indiana Pacers,Phoenix Suns,11,4,-0.8181818181818182
2024-01-26,Charlotte Hornets,Houston Rockets,11,5,5.363636363636363
2024-01-26,Toronto Raptors,LA Clippers,11,4,-2.0
2024-01-27,Milwaukee Bucks,New Orleans Pelicans,10,8,4.6
2024-01-27,Dallas Mavericks,Sacramento Kings,18,8,-1.6666666666666667
2024-01-27,Golden State Warriors,Los Angeles Lakers,18,8,-0.9444444444444444
2024-01-27,Charlotte Hornets,Utah Jazz,10,1,4.2
2024-01-27,San Antonio Spurs,Minnesota Timberwolves,18,7,5.055555555555555
2024-01-27,Brooklyn Nets,Houston Rockets,11,7,1.9090909090909092
2024-01-27,Denver Nuggets,Philadelphia 76ers,11,6,2.4545454545454546
2024-01-27,Boston Celtics,LA Clippers,11,5,0.8181818181818182
2024-01-27,New York Knicks,Miami Heat,16,6,1.1875
2024-01-27,Detroit Pistons,Washington Wizards,19,5,7.894736842105263
2024-01-28,Indiana Pacers,Memphis Grizzlies,11,5,4.090909090909091
2024-01-28,Atlanta Hawks,Toronto Raptors,18,7,1.7222222222222223
2024-01-28,Detroit Pistons,Oklahoma City Thunder,11,4,-2.727272727272727
2024-01-28,Orlando Magic,Phoenix Suns,11,4,6.454545454545454
2024-01-28,Portland Trail Blazers,Chicago Bulls,10,6,-3.2
2024-01-29,Portland Trail Blazers,Philadelphia 76ers,11,6,4.090909090909091
2024-01-29,Denver Nuggets,Milwaukee Bucks,10,5,-5.9
2024-01-29,Dallas Mavericks,Orlando Magic,11,8,3.8181818181818183
2024-01-29,San Antonio Spurs,Washington Wizards,11,8,1.9090909090909092
2024-01-29,Oklahoma City Thunder,Minnesota Timberwolves,21,9,-1.8571428571428572
2024-01-29,Memphis Grizzlies,Sacramento Kings,19,10,-0.42105263157894735
2024-01-29,Cleveland Cavaliers,LA Clippers,10,3,2.2
2024-01-29,Miami Heat,Phoenix Suns,11,5,-6.181818181818182
2024-01-29,Brooklyn Nets,Utah Jazz,11,4,9.272727272727273
2024-01-29,Boston Celtics,New Orleans Pelicans,10,7,5.0
2024-01-29,Charlotte Hornets,New York Knicks,19,10,1.4736842105263157
2024-01-29,Houston Rockets,Los Angeles Lakers,20,8,1.15
2024-01-30,Chicago Bulls,Toronto Raptors,20,9,2.1
2024-01-30,New York Knicks,Utah Jazz,11,3,4.545454545454546
2024-01-30,Golden State Warriors,Philadelphia 76ers,10,5,3.1
2024-01-30,Atlanta Hawks,Los Angeles Lakers,10,3,3.9
2024-01-30,Boston Celtics,Indiana Pacers,20,13,4.3
2024-01-31,Charlotte Hornets,Chicago Bulls,20,7,1.15
2024-01-31,Cleveland Cavaliers,Detroit Pistons,21,13,0.09523809523809523
2024-01-31,Washington Wizards,LA Clippers,10,2,7.6
2024-01-31,Brooklyn Nets,Phoenix Suns,11,6,3.6363636363636362
2024-01-31,Miami Heat,Sacramento Kings,10,5,3.6
2024-01-31,Houston Rockets,New Orleans Pelicans,21,10,1.380952380952381
2024-01-31,Minnesota Timberwolves,Dallas Mavericks,19,8,2.1578947368421053
2024-01-31,San Antonio Spurs,Orlando Magic,10,7,1.2
2024-01-31,Oklahoma City Thunder,Denver Nuggets,21,6,-3.0952380952380953
2024-01-31,Portland Trail Blazers,Milwaukee Bucks,11,2,0.5454545454545454
2024-02-01,Memphis Grizzlies,Cleveland Cavaliers,10,6,3.3
2024-02-01,Utah Jazz,Philadelphia 76ers,11,5,2.4545454545454546
2024-02-01,New York Knicks,Indiana Pacers,19,8,2.4210526315789473
2024-02-01,Boston Celtics,Los Angeles Lakers,11,7,3.3636363636363638
2024-02-02,Detroit Pistons,LA Clippers,9,1,0.5555555555555556
2024-02-02,Washington Wizards,Miami Heat,20,6,3.2
2024-02-02,Atlanta Hawks,Phoenix Suns,10,7,6.0
2024-02-02,Indiana Pacers,Sacramento Kings,10,5,3.6
2024-02-02,Houston Rockets,Toronto Raptors,9,4,-0.7777777777777778
2024-02-02,Memphis Grizzlies,Golden State Warriors,19,10,7.105263157894737
2024-02-02,Minnesota Timberwolves,Orlando Magic,11,4,-5.909090909090909
2024-02-02,Oklahoma City Thunder,Charlotte Hornets,9,4,-0.4444444444444444
2024-02-02,San Antonio Spurs,New Orleans Pelicans,19,10,-1.7894736842105263
2024-02-02,Denver Nuggets,Portland Trail Blazers,19,14,8.263157894736842
2024-02-03,Dallas Mavericks,Milwaukee Bucks,11,4,1.3636363636363635
2024-02-03,New York Knicks,Los Angeles Lakers,11,6,2.8181818181818183
2024-02-03,San Antonio Spurs,Cleveland Cavaliers,11,4,-2.909090909090909
2024-02-03,Atlanta Hawks,Golden State Warriors,10,5,6.2
2024-02-03,Philadelphia 76ers,Brooklyn Nets,20,13,1.35
2024-02-03,Chicago Bulls,Sacramento Kings,10,3,1.8
2024-02-04,Detroit Pistons,Orlando Magic,18,10,6.888888888888889
2024-02-04,Washington Wizards,Phoenix Suns,11,6,5.363636363636363
2024-02-04,Boston Celtics,Memphis Grizzlies,11,10,1.8181818181818181
2024-02-04,Charlotte Hornets,Indiana Pacers,19,10,3.8421052631578947
2024-02-04,Miami Heat,LA Clippers,11,4,0.18181818181818182
2024-02-04,Minnesota Timberwolves,Houston Rockets,18,11,0.3888888888888889
2024-02-04,Oklahoma City Thunder,Toronto Raptors,10,5,0.6
