GAME_DATE,HOME_TEAM,AWAY_TEAM,H2H_GAMES,H2H_HOME_WINS,H2H_AVG_MARGIN
2019-12-06,San Antonio Spurs,Sacramento Kings,3,0,4.333333333333333
2019-12-06,Oklahoma City Thunder,Minnesota Timberwolves,4,1,0.25
2019-12-06,Chicago Bulls,Golden State Warriors,3,0,8.666666666666666
2019-12-06,Milwaukee Bucks,LA Clippers,3,2,2.3333333333333335
2019-12-06,Boston Celtics,Denver Nuggets,3,0,1.0
2019-12-06,Detroit Pistons,Indiana Pacers,7,3,4.285714285714286
2019-12-06,Cleveland Cavaliers,Orlando Magic,5,1,8.4
2019-12-06,Charlotte Hornets,Brooklyn Nets,5,2,2.4
2019-12-06,Miami Heat,Washington Wizards,4,3,-1.5
2019-12-07,Dallas Mavericks,New Orleans Pelicans,6,3,-0.16666666666666666
2019-12-07,New York Knicks,Indiana Pacers,4,0,-1.25
2019-12-07,Philadelphia 76ers,Cleveland Cavaliers,5,4,-8.6
2019-12-07,Houston Rockets,Phoenix Suns,3,3,11.333333333333334
2019-12-07,Utah Jazz,Memphis Grizzlies,6,2,-4.0
2019-12-08,Dallas Mavericks,Sacramento Kings,3,0,1.6666666666666667
2019-12-08,Portland Trail Blazers,Oklahoma City Thunder,6,2,3.6666666666666665
2019-12-08,Washington Wizards,LA Clippers,3,1,21.333333333333332
2019-12-08,Los Angeles Lakers,Minnesota Timberwolves,4,1,3.75
2019-12-08,Miami Heat,Chicago Bulls,4,3,-11.25
2019-12-08,Charlotte Hornets,Atlanta Hawks,4,3,4.25
2019-12-08,Brooklyn Nets,Denver Nuggets,3,2,3.6666666666666665
2019-12-08,Philadelphia 76ers,Toronto Raptors,5,1,9.2
2019-12-09,Indiana Pacers,LA Clippers,2,1,15.0
2019-12-09,Boston Celtics,Cleveland Cavaliers,5,5,6.0
2019-12-09,Chicago Bulls,Toronto Raptors,5,0,-14.2
2019-12-09,Houston Rockets,Sacramento Kings,4,4,-5.0
2019-12-09,Milwaukee Bucks,Orlando Magic,4,3,-10.0
2019-12-09,New Orleans Pelicans,Detroit Pistons,2,1,-6.0
2019-12-09,Phoenix Suns,Minnesota Timberwolves,4,2,-4.75
2019-12-09,Utah Jazz,Oklahoma City Thunder,5,1,1.0
2019-12-09,Golden State Warriors,Memphis Grizzlies,5,4,2.8
2019-12-10,Portland Trail Blazers,New York Knicks,2,2,3.0
2019-12-10,Miami Heat,Atlanta Hawks,6,3,5.666666666666667
2019-12-10,Philadelphia 76ers,Denver Nuggets,3,1,8.666666666666666
2019-12-10,Charlotte Hornets,Washington Wizards,5,3,3.8
2019-12-11,Golden State Warriors,New York Knicks,2,2,-0.5
2019-12-11,Cleveland Cavaliers,Houston Rockets,2,1,18.5
2019-12-11,Indiana Pacers,Boston Celtics,4,1,2.5
2019-12-11,Orlando Magic,Los Angeles Lakers,2,2,4.5
2019-12-11,Toronto Raptors,LA Clippers,3,2,1.3333333333333333
2019-12-11,Brooklyn Nets,Charlotte Hornets,6,4,0.8333333333333334
2019-12-11,Chicago Bulls,Atlanta Hawks,5,3,-12.8
2019-12-11,Minnesota Timberwolves,Utah Jazz,6,2,-0.8333333333333334
2019-12-11,Phoenix Suns,Memphis Grizzlies,4,2,2.25
2019-12-11,Milwaukee Bucks,New Orleans Pelicans,2,2,-4.5
2019-12-11,Sacramento Kings,Oklahoma City Thunder,4,3,-7.25
2019-12-12,Detroit Pistons,Dallas Mavericks,2,1,4.5
2019-12-12,Denver Nuggets,Portland Trail Blazers,5,4,2.0
2019-12-12,Boston Celtics,Philadelphia 76ers,5,3,7.8
2019-12-12,San Antonio Spurs,Cleveland Cavaliers,2,2,-8.0
2019-12-13,Orlando Magic,Houston Rockets,2,1,6.0
2019-12-13,Philadelphia 76ers,New Orleans Pelicans,2,2,0.0
2019-12-13,Atlanta Hawks,Indiana Pacers,5,0,1.6
2019-12-13,Miami Heat,Los Angeles Lakers,3,0,0.6666666666666666
2019-12-13,Chicago Bulls,Charlotte Hornets,5,2,7.6
2019-12-13,Memphis Grizzlies,Milwaukee Bucks,2,1,-6.5
2019-12-13,Minnesota Timberwolves,LA Clippers,3,1,3.3333333333333335
2019-12-13,Sacramento Kings,New York Knicks,3,3,-7.333333333333333
2019-12-13,Utah Jazz,Golden State Warriors,5,3,0.2
2019-12-14,Denver Nuggets,Oklahoma City Thunder,4,4,0.75
2019-12-14,Houston Rockets,Detroit Pistons,2,1,3.5
2019-12-14,Milwaukee Bucks,Cleveland Cavaliers,6,5,6.5
2019-12-14,Dallas Mavericks,Miami Heat,2,0,-2.5
2019-12-14,Memphis Grizzlies,Washington Wizards,2,1,9.5
2019-12-14,Toronto Raptors,Brooklyn Nets,4,3,2.5
2019-12-14,Phoenix Suns,San Antonio Spurs,4,1,4.25
2019-12-14,Chicago Bulls,LA Clippers,2,0,1.0
2019-12-15,New Orleans Pelicans,Orlando Magic,2,0,-3.5
2019-12-15,Indiana Pacers,Charlotte Hornets,4,2,13.5
2019-12-15,Atlanta Hawks,Los Angeles Lakers,3,1,8.666666666666666
2019-12-15,Brooklyn Nets,Philadelphia 76ers,4,2,8.25
2019-12-15,Denver Nuggets,New York Knicks,3,3,-16.0
2019-12-15,Golden State Warriors,Sacramento Kings,4,4,-1.5
2019-12-16,Milwaukee Bucks,Dallas Mavericks,2,2,-2.5
2019-12-16,Oklahoma City Thunder,Chicago Bulls,2,1,13.5
2019-12-16,Phoenix Suns,Portland Trail Blazers,3,0,5.0
2019-12-16,Houston Rockets,San Antonio Spurs,5,3,-1.8
2019-12-16,Toronto Raptors,Cleveland Cavaliers,4,3,10.5
2019-12-16,Detroit Pistons,Washington Wizards,4,2,12.5
2019-12-16,Memphis Grizzlies,Miami Heat,3,0,6.666666666666667
2019-12-17,Charlotte Hornets,Sacramento Kings,3,2,6.333333333333333
2019-12-17,Indiana Pacers,Los Angeles Lakers,2,1,25.0
2019-12-17,New York Knicks,Atlanta Hawks,4,3,-2.0
2019-12-17,New Orleans Pelicans,Brooklyn Nets,3,1,5.666666666666667
2019-12-17,Utah Jazz,Orlando Magic,2,1,10.0
2019-12-17,LA Clippers,Phoenix Suns,5,4,7.4
2019-12-18,Portland Trail Blazers,Golden State Warriors,5,2,9.6
2019-12-18,Denver Nuggets,Orlando Magic,3,3,5.0
2019-12-18,Dallas Mavericks,Boston Celtics,3,1,13.333333333333334
2019-12-18,Oklahoma City Thunder,Memphis Grizzlies,3,2,12.666666666666666
2019-12-18,Philadelphia 76ers,Miami Heat,4,3,11.0
2019-12-18,Washington Wizards,Chicago Bulls,4,1,-3.25
2019-12-18,Detroit Pistons,Toronto Raptors,4,3,4.5
2019-12-18,Cleveland Cavaliers,Charlotte Hornets,4,1,10.0
2019-12-18,Minnesota Timberwolves,New Orleans Pelicans,4,2,6.25
2019-12-19,Atlanta Hawks,Utah Jazz,2,1,9.5
2019-12-19,Milwaukee Bucks,Los Angeles Lakers,2,2,1.5
2019-12-19,San Antonio Spurs,Brooklyn Nets,2,1,9.5
2019-12-19,LA Clippers,Houston Rockets,5,3,-7.4
2019-12-20,Golden State Warriors,New Orleans Pelicans,5,4,1.0
2019-12-20,Portland Trail Blazers,Orlando Magic,2,2,-5.5
2019-12-20,Denver Nuggets,Minnesota Timberwolves,5,5,5.0
2019-12-20,Philadelphia 76ers,Dallas Mavericks,2,1,13.0
2019-12-20,Oklahoma City Thunder,Phoenix Suns,4,4,-0.5
2019-12-20,Toronto Raptors,Washington Wizards,4,4,5.25
2019-12-20,Boston Celtics,Detroit Pistons,4,3,0.0
2019-12-20,Indiana Pacers,Sacramento Kings,2,1,5.5
2019-12-20,Cleveland Cavaliers,Memphis Grizzlies,2,1,6.5
2019-12-20,Miami Heat,New York Knicks,3,3,2.0
2019-12-21,Portland Trail Blazers,Minnesota Timberwolves,4,3,11.0
2019-12-21,Phoenix Suns,Houston Rockets,4,0,10.0
2019-12-21,Memphis Grizzlies,Sacramento Kings,4,1,3.25
2019-12-21,New York Knicks,Milwaukee Bucks,5,1,11.8
2019-12-21,San Antonio Spurs,LA Clippers,6,3,6.666666666666667
2019-12-21,Detroit Pistons,Chicago Bulls,6,4,9.666666666666666
2019-12-21,Brooklyn Nets,Atlanta Hawks,4,4,4.75
2019-12-21,Charlotte Hornets,Utah Jazz,2,0,0.5
2019-12-21,Philadelphia 76ers,Washington Wizards,4,2,16.25
2019-12-22,Toronto Raptors,Dallas Mavericks,3,2,4.666666666666667
2019-12-22,Boston Celtics,Charlotte Hornets,5,3,7.8
2019-12-22,Milwaukee Bucks,Indiana Pacers,5,4,4.8
2019-12-22,Oklahoma City Thunder,LA Clippers,5,2,10.0
2019-12-22,Los Angeles Lakers,Denver Nuggets,4,2,3.5
2019-12-23,Memphis Grizzlies,San Antonio Spurs,5,3,4.8
2019-12-23,Sacramento Kings,Houston Rockets,5,1,-4.2
2019-12-23,Portland Trail Blazers,New Orleans Pelicans,4,3,7.0
2019-12-23,Golden State Warriors,Minnesota Timberwolves,5,3,4.4
2019-12-23,Miami Heat,Utah Jazz,2,1,14.5
2019-12-23,Phoenix Suns,Denver Nuggets,6,1,13.833333333333334
2019-12-23,New York Knicks,Washington Wizards,4,1,3.5
2019-12-23,Indiana Pacers,Toronto Raptors,3,1,7.666666666666667
2019-12-23,Detroit Pistons,Philadelphia 76ers,5,1,2.6
2019-12-23,Cleveland Cavaliers,Atlanta Hawks,3,1,1.0
2019-12-23,Orlando Magic,Chicago Bulls,4,2,-3.25
2019-12-25,Toronto Raptors,Boston Celtics,5,2,11.4
2019-12-25,Philadelphia 76ers,Milwaukee Bucks,3,1,1.3333333333333333
2019-12-25,Golden State Warriors,Houston Rockets,5,1,5.8
2019-12-25,Los Angeles Lakers,LA Clippers,5,2,-3.4
2019-12-25,Denver Nuggets,New Orleans Pelicans,5,2,3.2
2019-12-26,Utah Jazz,Portland Trail Blazers,4,2,3.25
2019-12-26,Sacramento Kings,Minnesota Timberwolves,4,2,14.0
2019-12-26,Dallas Mavericks,San Antonio Spurs,5,1,2.4
2019-12-26,Brooklyn Nets,New York Knicks,6,5,4.166666666666667
2019-12-26,Detroit Pistons,Washington Wizards,5,2,7.2
2019-12-26,Oklahoma City Thunder,Memphis Grizzlies,4,3,10.5
2019-12-27,Boston Celtics,Cleveland Cavaliers,6,6,8.666666666666666
2019-12-27,Charlotte Hornets,Oklahoma City Thunder,2,0,0.5
2019-12-27,Orlando Magic,Philadelphia 76ers,5,3,10.0
2019-12-27,Atlanta Hawks,Milwaukee Bucks,6,1,3.8333333333333335
2019-12-27,Miami Heat,Indiana Pacers,3,0,-2.3333333333333335
2019-12-27,Golden State Warriors,Phoenix Suns,5,3,-5.6
2019-12-28,LA Clippers,Utah Jazz,5,2,3.4
2019-12-28,Portland Trail Blazers,Los Angeles Lakers,5,2,-2.4
2019-12-28,Sacramento Kings,Phoenix Suns,6,4,7.0
2019-12-28,Golden State Warriors,Dallas Mavericks,5,2,3.0
2019-12-28,San Antonio Spurs,Detroit Pistons,3,2,11.333333333333334
2019-12-28,Minnesota Timberwolves,Cleveland Cavaliers,2,2,0.5
2019-12-28,Milwaukee Bucks,Orlando Magic,5,4,-6.2
2019-12-28,Chicago Bulls,Atlanta Hawks,6,4,-5.0
2019-12-28,Washington Wizards,New York Knicks,5,4,1.6
2019-12-28,Miami Heat,Philadelphia 76ers,5,2,8.0
2019-12-28,New Orleans Pelicans,Indiana Pacers,2,0,6.5
2019-12-28,Boston Celtics,Toronto Raptors,6,4,6.833333333333333
2019-12-28,Denver Nuggets,Memphis Grizzlies,4,3,-3.0
2019-12-28,Houston Rockets,Brooklyn Nets,3,1,-1.3333333333333333
2019-12-29,Toronto Raptors,Oklahoma City Thunder,2,1,-8.0
2019-12-29,Memphis Grizzlies,Charlotte Hornets,3,1,-1.6666666666666667
2019-12-29,New Orleans Pelicans,Houston Rockets,6,2,-9.0
2019-12-29,Denver Nuggets,Sacramento Kings,5,4,1.6
2019-12-29,Los Angeles Lakers,Dallas Mavericks,5,4,-4.2
2019-12-30,Portland Trail Blazers,Phoenix Suns,4,4,3.5
2019-12-30,Utah Jazz,Detroit Pistons,2,2,0.5
2019-12-30,Minnesota Timberwolves,Brooklyn Nets,3,3,-1.3333333333333333
2019-12-30,Orlando Magic,Atlanta Hawks,5,4,3.0
2019-12-30,Washington Wizards,Miami Heat,5,1,0.6
2019-12-30,Chicago Bulls,Milwaukee Bucks,6,0,-1.1666666666666667
2019-12-31,Oklahoma City Thunder,Dallas Mavericks,4,1,8.5
2019-12-31,Charlotte Hornets,Boston Celtics,6,2,10.833333333333334
2019-12-31,Indiana Pacers,Philadelphia 76ers,5,1,-4.4
2019-12-31,Sacramento Kings,LA Clippers,4,0,1.0
2019-12-31,Toronto Raptors,Cleveland Cavaliers,5,4,12.4
2019-12-31,Houston Rockets,Denver Nuggets,5,3,10.6
2019-12-31,San Antonio Spurs,Golden State Warriors,4,3,10.0
2020-01-01,Milwaukee Bucks,Minnesota Timberwolves,3,3,-15.333333333333334
2020-01-01,Los Angeles Lakers,Phoenix Suns,5,4,4.2
2020-01-01,Washington Wizards,Orlando Magic,6,3,3.3333333333333335
2020-01-01,New York Knicks,Portland Trail Blazers,3,0,11.333333333333334
2020-01-02,Cleveland Cavaliers,Charlotte Hornets,5,2,8.4
2020-01-02,Indiana Pacers,Denver Nuggets,2,1,19.0
2020-01-02,Miami Heat,Toronto Raptors,5,1,-3.2
2020-01-02,Chicago Bulls,Utah Jazz,2,0,-11.5
2020-01-02,Minnesota Timberwolves,Golden State Warriors,6,2,5.166666666666667
2020-01-02,Dallas Mavericks,Brooklyn Nets,2,1,22.5
2020-01-02,San Antonio Spurs,Oklahoma City Thunder,4,3,10.0
2020-01-02,Sacramento Kings,Memphis Grizzlies,5,3,3.4
2020-01-02,LA Clippers,Detroit Pistons,2,1,-7.5
2020-01-03,Los Angeles Lakers,New Orleans Pelicans,5,4,-1.0
2020-01-03,Phoenix Suns,New York Knicks,2,2,-3.5
2020-01-03,Houston Rockets,Philadelphia 76ers,2,1,22.0
2020-01-03,Orlando Magic,Miami Heat,4,3,-10.25
2020-01-03,Boston Celtics,Atlanta Hawks,4,4,1.0
2020-01-03,Washington Wizards,Portland Trail Blazers,2,1,-5.5
2020-01-04,LA Clippers,Memphis Grizzlies,5,4,4.8
2020-01-04,Brooklyn Nets,Toronto Raptors,5,1,3.6
2020-01-04,Orlando Magic,Utah Jazz,3,1,9.0
2020-01-04,Atlanta Hawks,Indiana Pacers,6,0,-0.3333333333333333
2020-01-04,Cleveland Cavaliers,Oklahoma City Thunder,2,0,4.0
2020-01-04,Washington Wizards,Denver Nuggets,3,1,1.0
2020-01-04,Chicago Bulls,Boston Celtics,3,1,-5.666666666666667
2020-01-04,Dallas Mavericks,Charlotte Hornets,2,2,-16.0
2020-01-04,Milwaukee Bucks,San Antonio Spurs,2,1,6.5
2020-01-04,Golden State Warriors,Detroit Pistons,2,1,8.0
2020-01-04,Sacramento Kings,New Orleans Pelicans,4,1,6.0
2020-01-05,Los Angeles Lakers,Detroit Pistons,2,1,13.5
2020-01-05,Phoenix Suns,Memphis Grizzlies,5,2,0.4
2020-01-05,Cleveland Cavaliers,Minnesota Timberwolves,3,1,-1.6666666666666667
2020-01-05,Miami Heat,Portland Trail Blazers,2,2,-0.5
2020-01-05,LA Clippers,New York Knicks,2,2,5.0
2020-01-06,San Antonio Spurs,Milwaukee Bucks,3,1,7.333333333333333
2020-01-06,Dallas Mavericks,Chicago Bulls,2,2,0.5
2020-01-06,New Orleans Pelicans,Utah Jazz,4,1,-6.5
2020-01-06,Atlanta Hawks,Denver Nuggets,3,2,16.333333333333332
2020-01-06,Sacramento Kings,Golden State Warriors,5,1,-5.4
2020-01-06,Philadelphia 76ers,Oklahoma City Thunder,3,1,0.6666666666666666
2020-01-06,Orlando Magic,Brooklyn Nets,3,1,5.0
2020-01-06,Charlotte Hornets,Indiana Pacers,5,2,15.2
2020-01-06,Washington Wizards,Boston Celtics,4,0,1.75
2020-01-07,Cleveland Cavaliers,Detroit Pistons,5,1,-8.8
2020-01-07,Toronto Raptors,Portland Trail Blazers,3,2,0.0
2020-01-07,Brooklyn Nets,Oklahoma City Thunder,2,0,5.0
2020-01-07,Memphis Grizzlies,Minnesota Timberwolves,6,4,-2.3333333333333335
2020-01-07,Phoenix Suns,Sacramento Kings,7,3,5.714285714285714
2020-01-07,Los Angeles Lakers,New York Knicks,2,0,-3.0
2020-01-08,Dallas Mavericks,Denver Nuggets,4,1,-1.0
2020-01-08,Golden State Warriors,Milwaukee Bucks,2,1,-16.5
2020-01-08,New Orleans Pelicans,Chicago Bulls,2,2,2.0
2020-01-08,Atlanta Hawks,Houston Rockets,3,0,13.0
2020-01-08,Utah Jazz,New York Knicks,2,2,5.5
2020-01-08,Indiana Pacers,Miami Heat,4,3,-1.5
2020-01-08,Charlotte Hornets,Toronto Raptors,4,2,14.5
2020-01-08,Boston Celtics,San Antonio Spurs,3,1,-10.0
2020-01-08,Orlando Magic,Washington Wizards,7,4,-0.14285714285714285
2020-01-09,Detroit Pistons,Cleveland Cavaliers,6,5,-7.666666666666667
2020-01-09,Philadelphia 76ers,Boston Celtics,6,3,5.5
2020-01-09,Minnesota Timberwolves,Portland Trail Blazers,5,1,10.2
2020-01-09,Oklahoma City Thunder,Houston Rockets,5,3,4.4
2020-01-10,LA Clippers,Golden State Warriors,5,2,-0.6
2020-01-10,Sacramento Kings,Milwaukee Bucks,2,0,17.0
2020-01-10,Utah Jazz,Charlotte Hornets,3,3,-2.0
2020-01-10,Phoenix Suns,Orlando Magic,3,1,-0.6666666666666666
2020-01-10,Dallas Mavericks,Los Angeles Lakers,6,1,-1.3333333333333333
2020-01-10,Chicago Bulls,Indiana Pacers,5,0,4.6
2020-01-10,New York Knicks,New Orleans Pelicans,2,1,5.0
2020-01-10,Brooklyn Nets,Miami Heat,5,2,4.0
2020-01-10,Washington Wizards,Atlanta Hawks,4,2,0.5
2020-01-10,Memphis Grizzlies,San Antonio Spurs,6,3,-1.0
2020-01-11,Houston Rockets,Minnesota Timberwolves,4,2,4.25
2020-01-11,Boston Celtics,New Orleans Pelicans,2,2,-2.0
2020-01-11,Detroit Pistons,Chicago Bulls,7,4,6.571428571428571
2020-01-11,Oklahoma City Thunder,Los Angeles Lakers,5,2,0.2
2020-01-11,Dallas Mavericks,Philadelphia 76ers,3,2,2.3333333333333335
2020-01-11,Denver Nuggets,Cleveland Cavaliers,2,2,1.5
2020-01-11,Portland Trail Blazers,Milwaukee Bucks,3,1,22.0
2020-01-12,Memphis Grizzlies,Golden State Warriors,6,2,1.0
2020-01-12,Denver Nuggets,LA Clippers,4,3,15.0
2020-01-12,Toronto Raptors,San Antonio Spurs,2,1,10.5
2020-01-12,Phoenix Suns,Charlotte Hornets,3,1,3.0
2020-01-12,Washington Wizards,Utah Jazz,2,0,-8.5
2020-01-12,Brooklyn Nets,Atlanta Hawks,5,5,5.8
2020-01-12,New York Knicks,Miami Heat,4,0,5.25
2020-01-13,Detroit Pistons,New Orleans Pelicans,3,2,-4.666666666666667
2020-01-13,Indiana Pacers,Philadelphia 76ers,6,2,-0.6666666666666666
2020-01-13,Boston Celtics,Chicago Bulls,4,3,-6.0
2020-01-13,Minnesota Timberwolves,Oklahoma City Thunder,5,3,2.6
2020-01-13,Portland Trail Blazers,Charlotte Hornets,2,2,10.5
2020-01-13,Sacramento Kings,Orlando Magic,2,2,4.0
2020-01-13,Los Angeles Lakers,Cleveland Cavaliers,2,1,-5.0
2020-01-14,Golden State Warriors,Dallas Mavericks,6,2,-0.8333333333333334
2020-01-14,LA Clippers,Cleveland Cavaliers,2,2,11.0
2020-01-14,Milwaukee Bucks,New York Knicks,6,5,6.333333333333333
2020-01-14,Brooklyn Nets,Utah Jazz,3,0,3.6666666666666665
2020-01-14,Atlanta Hawks,Phoenix Suns,3,2,6.0
2020-01-14,Memphis Grizzlies,Houston Rockets,5,1,3.2
2020-01-15,Boston Celtics,Detroit Pistons,5,4,4.2
2020-01-15,Philadelphia 76ers,Brooklyn Nets,5,2,10.6
2020-01-15,Miami Heat,San Antonio Spurs,2,2,1.0
2020-01-15,Chicago Bulls,Washington Wizards,5,4,-2.8
2020-01-15,Minnesota Timberwolves,Indiana Pacers,2,1,8.5
2020-01-15,Oklahoma City Thunder,Toronto Raptors,3,2,-5.666666666666667
2020-01-15,Denver Nuggets,Charlotte Hornets,2,1,9.5
2020-01-15,Houston Rockets,Portland Trail Blazers,4,2,5.25
2020-01-15,Sacramento Kings,Dallas Mavericks,4,4,0.25
2020-01-15,Los Angeles Lakers,Orlando Magic,3,1,0.0
2020-01-16,Golden State Warriors,Denver Nuggets,4,3,0.5
2020-01-16,LA Clippers,Orlando Magic,2,2,-7.5
2020-01-16,New Orleans Pelicans,Utah Jazz,5,1,-5.6
2020-01-16,New York Knicks,Phoenix Suns,3,0,0.3333333333333333
2020-01-16,Milwaukee Bucks,Boston Celtics,4,2,0.75
2020-01-17,Indiana Pacers,Minnesota Timberwolves,3,2,4.0
2020-01-17,Philadelphia 76ers,Chicago Bulls,4,3,4.0
2020-01-17,Toronto Raptors,Washington Wizards,5,5,5.0
2020-01-17,Memphis Grizzlies,Cleveland Cavaliers,3,1,6.666666666666667
2020-01-17,Oklahoma City Thunder,Miami Heat,2,1,-12.5
2020-01-17,San Antonio Spurs,Atlanta Hawks,3,2,2.3333333333333335
2020-01-17,Dallas Mavericks,Portland Trail Blazers,5,2,3.8
2020-01-18,Utah Jazz,Sacramento Kings,6,4,3.0
2020-01-18,Oklahoma City Thunder,Portland Trail Blazers,7,5,1.4285714285714286
2020-01-18,Golden State Warriors,Orlando Magic,3,1,5.666666666666667
2020-01-18,Houston Rockets,Los Angeles Lakers,4,3,3.75
2020-01-18,Minnesota Timberwolves,Toronto Raptors,2,0,-6.5
2020-01-18,New York Knicks,Philadelphia 76ers,6,0,4.833333333333333
2020-01-18,Atlanta Hawks,Detroit Pistons,5,2,-2.6
2020-01-18,Boston Celtics,Phoenix Suns,3,2,-9.666666666666666
2020-01-18,Brooklyn Nets,Milwaukee Bucks,4,1,-5.0
2020-01-18,New Orleans Pelicans,LA Clippers,5,3,6.0
2020-01-18,Chicago Bulls,Cleveland Cavaliers,5,3,-6.4
2020-01-19,San Antonio Spurs,Miami Heat,3,0,2.6666666666666665
2020-01-19,Denver Nuggets,Indiana Pacers,3,2,10.0
2020-01-20,Boston Celtics,Los Angeles Lakers,2,1,-7.0
2020-01-20,Portland Trail Blazers,Golden State Warriors,6,3,9.666666666666666
2020-01-20,Utah Jazz,Indiana Pacers,3,0,4.333333333333333
2020-01-20,Phoenix Suns,San Antonio Spurs,5,1,3.0
2020-01-20,Minnesota Timberwolves,Denver Nuggets,6,0,5.666666666666667
2020-01-20,Memphis Grizzlies,New Orleans Pelicans,4,2,1.0
2020-01-20,Milwaukee Bucks,Chicago Bulls,7,7,-4.0
2020-01-20,Miami Heat,Sacramento Kings,2,0,-2.0
2020-01-20,Washington Wizards,Detroit Pistons,6,3,11.0
2020-01-20,Atlanta Hawks,Toronto Raptors,4,0,-8.5
2020-01-20,Brooklyn Nets,Philadelphia 76ers,6,3,10.666666666666666
2020-01-20,Houston Rockets,Oklahoma City Thunder,6,2,7.166666666666667
2020-01-20,Cleveland Cavaliers,New York Knicks,5,4,0.0
2020-01-20,Charlotte Hornets,Orlando Magic,4,2,5.75
2020-01-21,Dallas Mavericks,LA Clippers,5,2,2.0
2020-01-22,Golden State Warriors,Utah Jazz,6,2,1.5
2020-01-22,Phoenix Suns,Indiana Pacers,2,0,14.5
2020-01-22,New Orleans Pelicans,San Antonio Spurs,4,1,5.25
2020-01-22,Chicago Bulls,Minnesota Timberwolves,2,0,-5.0
2020-01-22,Toronto Raptors,Philadelphia 76ers,6,4,8.666666666666666
2020-01-22,Houston Rockets,Denver Nuggets,6,4,13.166666666666666
2020-01-22,Miami Heat,Washington Wizards,6,4,3.5
2020-01-22,Boston Celtics,Memphis Grizzlies,2,2,-1.5
2020-01-22,Atlanta Hawks,LA Clippers,3,1,12.0
2020-01-22,Orlando Magic,Oklahoma City Thunder,3,0,3.0
2020-01-22,Detroit Pistons,Sacramento Kings,2,0,4.0
2020-01-22,New York Knicks,Los Angeles Lakers,3,2,8.0
2020-01-23,Cleveland Cavaliers,Washington Wizards,5,3,8.4
2020-01-23,Brooklyn Nets,Los Angeles Lakers,2,2,0.0
2020-01-23,Portland Trail Blazers,Dallas Mavericks,6,3,4.5
2020-01-24,Golden State Warriors,Indiana Pacers,2,2,-4.5
2020-01-24,San Antonio Spurs,Phoenix Suns,6,5,2.1666666666666665
2020-01-24,Oklahoma City Thunder,Atlanta Hawks,2,1,15.5
2020-01-24,New Orleans Pelicans,Denver Nuggets,6,4,0.6666666666666666
2020-01-24,Minnesota Timberwolves,Houston Rockets,5,2,9.4
2020-01-24,Chicago Bulls,Sacramento Kings,3,1,0.3333333333333333
2020-01-24,New York Knicks,Toronto Raptors,5,0,10.0
2020-01-24,Orlando Magic,Boston Celtics,3,3,-3.0
2020-01-24,Detroit Pistons,Memphis Grizzlies,2,2,0.0
2020-01-24,Charlotte Hornets,Milwaukee Bucks,5,1,13.8
2020-01-24,Miami Heat,LA Clippers,2,1,-17.5
2020-01-25,Utah Jazz,Dallas Mavericks,4,3,18.0
2020-01-25,Detroit Pistons,Brooklyn Nets,4,2,9.0
2020-01-25,Cleveland Cavaliers,Chicago Bulls,6,2,-5.0
2020-01-25,Minnesota Timberwolves,Oklahoma City Thunder,6,3,0.0
2020-01-25,Philadelphia 76ers,Los Angeles Lakers,2,2,3.5
2020-01-26,Portland Trail Blazers,Indiana Pacers,2,2,-1.0
2020-01-26,New Orleans Pelicans,Boston Celtics,3,0,10.333333333333334
2020-01-26,Memphis Grizzlies,Phoenix Suns,6,4,-0.8333333333333334
2020-01-26,Orlando Magic,LA Clippers,3,0,4.0
2020-01-26,New York Knicks,Brooklyn Nets,7,2,1.8571428571428572
2020-01-26,San Antonio Spurs,Toronto Raptors,3,2,6.666666666666667
2020-01-26,Denver Nuggets,Houston Rockets,7,2,13.571428571428571
2020-01-26,Atlanta Hawks,Washington Wizards,5,2,2.4
2020-01-27,Detroit Pistons,Cleveland Cavaliers,7,5,-7.0
2020-01-27,Miami Heat,Orlando Magic,5,1,-4.2
2020-01-27,Chicago Bulls,San Antonio Spurs,2,1,-3.0
2020-01-27,Minnesota Timberwolves,Sacramento Kings,5,3,11.0
2020-01-27,Oklahoma City Thunder,Dallas Mavericks,5,2,7.8
2020-01-27,Utah Jazz,Houston Rockets,4,2,-1.5
2020-01-28,Dallas Mavericks,Phoenix Suns,5,3,9.0
2020-01-28,Milwaukee Bucks,Washington Wizards,3,2,3.3333333333333335
2020-01-28,Memphis Grizzlies,Denver Nuggets,5,1,-0.6
2020-01-28,Toronto Raptors,Atlanta Hawks,5,5,-7.8
2020-01-28,Miami Heat,Boston Celtics,5,1,7.6
2020-01-28,Cleveland Cavaliers,New Orleans Pelicans,2,0,-9.5
2020-01-28,Philadelphia 76ers,Golden State Warriors,2,1,-6.0
2020-01-28,Charlotte Hornets,New York Knicks,4,3,-1.5
2020-01-29,Indiana Pacers,Chicago Bulls,6,6,2.0
2020-01-29,Brooklyn Nets,Detroit Pistons,5,3,5.2
2020-01-29,New York Knicks,Memphis Grizzlies,2,1,-8.5
2020-01-29,San Antonio Spurs,Utah Jazz,3,1,22.333333333333332
2020-01-29,Portland Trail Blazers,Houston Rockets,5,3,2.2
2020-01-29,Sacramento Kings,Oklahoma City Thunder,5,4,-5.6
2020-01-30,LA Clippers,Sacramento Kings,5,5,-2.8
2020-01-30,Boston Celtics,Golden State Warriors,3,2,-14.0
