GAME_ID_HOME,GAME_DATE_HOME,TEAM_NAME_HOME,TEAM_NAME_AWAY,PTS_HOME,PTS_AWAY,FG_PCT_HOME,FG_PCT_AWAY,FG3_PCT_HOME,FG3_PCT_AWAY,FT_PCT_HOME,FT_PCT_AWAY,REB_HOME,REB_AWAY,AST_HOME,AST_AWAY,STL_HOME,STL_AWAY,BLK_HOME,BLK_AWAY,TOV_HOME,TOV_AWAY,HOME_WIN,POINT_DIFFERENTIAL,TOTAL_POINTS
0021900902,2020-03-02,Cleveland Cavaliers,Utah Jazz,113,126,0.462,0.566,0.415,0.488,0.667,0.857,36,47,28,30,10,3,1,7,6,15,0,-13,239
0021900903,2020-03-02,New York Knicks,Houston Rockets,125,123,0.485,0.415,0.4,0.357,0.633,0.926,65,34,26,25,6,11,7,5,17,12,1,2,248
0021900904,2020-03-02,Orlando Magic,Portland Trail Blazers,107,130,0.385,0.557,0.326,0.485,0.864,1.0,39,49,29,27,3,6,2,4,6,11,0,-23,237
0021900905,2020-03-02,Atlanta Hawks,Memphis Grizzlies,88,127,0.323,0.5,0.257,0.438,0.938,0.677,43,60,20,30,6,12,8,8,17,14,0,-39,215
0021900906,2020-03-02,Miami Heat,Milwaukee Bucks,105,89,0.43,0.407,0.486,0.206,0.722,0.632,46,48,28,19,4,4,4,5,9,13,1,16,194
0021900907,2020-03-02,Chicago Bulls,Dallas Mavericks,109,107,0.468,0.476,0.278,0.286,0.647,0.75,42,44,24,26,7,9,5,5,14,16,1,2,216
0021900908,2020-03-02,San Antonio Spurs,Indiana Pacers,111,116,0.519,0.5,0.5,0.484,0.789,0.885,33,40,21,22,6,9,5,5,14,13,0,-5,227
0021900909,2020-03-03,Charlotte Hornets,San Antonio Spurs,103,104,0.476,0.475,0.414,0.344,0.722,0.85,46,33,25,25,4,12,2,5,17,10,0,-1,207
0021900910,2020-03-03,Boston Celtics,Brooklyn Nets,120,129,0.427,0.43,0.306,0.286,0.739,0.763,42,63,24,22,10,7,6,6,15,20,0,-9,249
0021900911,2020-03-03,New Orleans Pelicans,Minnesota Timberwolves,134,139,0.52,0.557,0.359,0.412,0.593,0.85,44,42,37,31,13,11,2,2,15,16,0,-5,273
0021900912,2020-03-03,Oklahoma City Thunder,LA Clippers,94,109,0.42,0.452,0.321,0.306,0.654,0.846,43,41,16,19,7,7,7,1,13,9,0,-15,203
0021900913,2020-03-03,Denver Nuggets,Golden State Warriors,100,116,0.448,0.512,0.15,0.439,0.731,0.636,53,35,22,31,6,8,5,3,15,11,0,-16,216
0021900914,2020-03-03,Phoenix Suns,Toronto Raptors,114,123,0.459,0.465,0.385,0.412,0.84,0.829,35,47,30,17,6,9,6,5,18,15,0,-9,237
0021900915,2020-03-03,Los Angeles Lakers,Philadelphia 76ers,120,107,0.535,0.447,0.394,0.4,0.833,0.75,43,42,25,24,9,10,6,1,13,15,1,13,227
0021900916,2020-03-03,Sacramento Kings,Washington Wizards,133,126,0.562,0.513,0.448,0.421,0.833,0.824,42,31,23,28,13,10,2,5,15,14,1,7,259
0021900917,2020-03-04,Cleveland Cavaliers,Boston Celtics,106,112,0.438,0.465,0.342,0.367,0.75,0.808,50,49,24,16,6,10,2,7,12,11,0,-6,218
0021900918,2020-03-04,Detroit Pistons,Oklahoma City Thunder,107,114,0.465,0.613,0.419,0.417,0.6,0.706,36,33,27,25,8,13,5,8,17,14,0,-7,221
0021900919,2020-03-04,Miami Heat,Orlando Magic,116,113,0.519,0.524,0.5,0.433,0.8,0.857,36,35,31,28,8,6,5,5,12,12,1,3,229
0021900920,2020-03-04,Brooklyn Nets,Memphis Grizzlies,79,118,0.333,0.43,0.167,0.455,0.706,0.857,42,59,15,21,6,8,4,5,13,11,0,-39,197
0021900921,2020-03-04,New York Knicks,Utah Jazz,104,112,0.482,0.506,0.35,0.278,0.833,0.8,42,37,23,26,3,5,1,5,13,11,0,-8,216
0021900922,2020-03-04,Minnesota Timberwolves,Chicago Bulls,115,108,0.494,0.479,0.442,0.367,0.64,0.636,43,40,27,24,5,10,4,5,17,10,1,7,223
0021900923,2020-03-04,Dallas Mavericks,New Orleans Pelicans,127,123,0.463,0.439,0.44,0.37,0.708,0.545,49,52,30,28,6,8,13,4,16,14,1,4,250
0021900924,2020-03-04,Milwaukee Bucks,Indiana Pacers,119,100,0.457,0.433,0.283,0.259,0.909,0.818,56,39,26,22,8,12,4,2,16,15,1,19,219
0021900925,2020-03-04,Portland Trail Blazers,Washington Wizards,125,104,0.519,0.388,0.419,0.314,0.875,0.619,47,48,24,27,7,8,11,4,15,10,1,21,229
0021900926,2020-03-05,Charlotte Hornets,Denver Nuggets,112,114,0.494,0.53,0.394,0.308,0.821,0.9,34,38,24,29,7,7,2,5,13,12,0,-2,226
0021900927,2020-03-05,Houston Rockets,LA Clippers,105,120,0.361,0.464,0.167,0.325,0.778,0.744,51,57,19,22,6,5,5,6,10,14,0,-15,225
0021900928,2020-03-05,Sacramento Kings,Philadelphia 76ers,108,125,0.532,0.49,0.379,0.459,0.722,0.824,37,45,23,24,7,8,4,2,17,12,0,-17,233
0021900929,2020-03-05,Golden State Warriors,Toronto Raptors,113,121,0.408,0.476,0.269,0.317,0.76,0.903,52,39,34,28,4,10,5,3,15,11,0,-8,234
0021900930,2020-03-06,Washington Wizards,Atlanta Hawks,118,112,0.474,0.535,0.484,0.375,0.886,0.667,38,36,24,25,9,9,4,4,16,17,1,6,230
0021900931,2020-03-06,Brooklyn Nets,San Antonio Spurs,139,120,0.531,0.467,0.417,0.294,0.71,0.889,52,38,32,25,1,3,2,5,7,6,1,19,259
0021900932,2020-03-06,New York Knicks,Oklahoma City Thunder,103,126,0.451,0.49,0.167,0.387,0.773,0.8,48,38,19,26,4,8,8,6,12,4,0,-23,229
0021900933,2020-03-06,Boston Celtics,Utah Jazz,94,99,0.372,0.45,0.278,0.378,0.778,0.833,45,40,19,23,6,8,6,7,12,18,0,-5,193
0021900934,2020-03-06,Chicago Bulls,Indiana Pacers,102,108,0.412,0.507,0.237,0.364,0.867,0.727,45,46,27,24,12,9,6,8,17,21,0,-6,210
0021900935,2020-03-06,Minnesota Timberwolves,Orlando Magic,118,132,0.469,0.607,0.27,0.333,0.8,0.742,36,45,30,31,6,5,3,5,8,10,0,-14,250
0021900936,2020-03-06,New Orleans Pelicans,Miami Heat,110,104,0.418,0.43,0.368,0.273,0.714,0.677,53,45,28,27,7,11,6,9,17,15,1,6,214
0021900937,2020-03-06,Dallas Mavericks,Memphis Grizzlies,121,96,0.474,0.464,0.383,0.3,0.765,0.692,48,47,30,29,11,7,9,4,10,19,1,25,217
0021900938,2020-03-06,Phoenix Suns,Portland Trail Blazers,127,117,0.495,0.494,0.452,0.406,0.947,0.75,47,39,29,26,9,6,4,6,12,16,1,10,244
0021900939,2020-03-06,Los Angeles Lakers,Milwaukee Bucks,113,103,0.418,0.416,0.188,0.279,0.816,0.739,52,45,19,22,11,8,4,1,16,19,1,10,216
0021900940,2020-03-07,Charlotte Hornets,Houston Rockets,108,99,0.529,0.461,0.469,0.333,0.76,0.7,30,42,29,22,7,9,1,3,17,20,1,9,207
0021900941,2020-03-07,Detroit Pistons,Utah Jazz,105,111,0.465,0.519,0.3,0.303,0.727,0.75,38,40,24,17,4,10,2,4,11,9,0,-6,216
0021900942,2020-03-07,Cleveland Cavaliers,Denver Nuggets,104,102,0.553,0.506,0.429,0.406,0.667,0.375,39,33,32,28,8,15,2,0,21,17,1,2,206
0021900943,2020-03-07,Memphis Grizzlies,Atlanta Hawks,118,101,0.494,0.337,0.364,0.265,0.606,0.857,58,46,27,23,9,9,6,2,16,14,1,17,219
0021900944,2020-03-07,Golden State Warriors,Philadelphia 76ers,118,114,0.55,0.488,0.36,0.382,0.75,0.864,35,41,30,29,4,3,2,2,7,11,1,4,232
0021900945,2020-03-07,Portland Trail Blazers,Sacramento Kings,111,123,0.472,0.482,0.256,0.538,0.654,0.87,41,47,22,30,9,9,3,3,11,14,0,-12,234
0021900946,2020-03-08,Brooklyn Nets,Chicago Bulls,110,107,0.5,0.424,0.367,0.353,0.854,0.68,50,31,21,23,4,14,5,3,28,7,1,3,217
0021900947,2020-03-08,Minnesota Timberwolves,New Orleans Pelicans,107,120,0.394,0.489,0.242,0.314,0.806,0.677,42,54,20,28,15,7,3,5,17,25,0,-13,227
0021900948,2020-03-08,LA Clippers,Los Angeles Lakers,103,112,0.395,0.448,0.226,0.286,0.757,0.857,49,45,12,22,5,8,5,7,15,12,0,-9,215
0021900949,2020-03-08,Boston Celtics,Oklahoma City Thunder,104,105,0.413,0.443,0.351,0.4,0.789,0.735,46,39,22,16,9,9,5,7,13,16,0,-1,209
0021900950,2020-03-08,Phoenix Suns,Milwaukee Bucks,140,131,0.553,0.537,0.442,0.394,0.871,0.762,47,36,30,23,6,7,4,3,14,10,1,9,271
0021900951,2020-03-08,Washington Wizards,Miami Heat,89,100,0.333,0.485,0.404,0.464,0.857,0.821,29,46,19,21,11,7,2,8,13,20,0,-11,189
0021900952,2020-03-08,Dallas Mavericks,Indiana Pacers,109,112,0.429,0.523,0.326,0.348,0.68,0.667,42,47,19,23,7,5,5,6,10,10,0,-3,221
0021900953,2020-03-08,Houston Rockets,Orlando Magic,106,126,0.443,0.484,0.281,0.448,0.76,0.806,38,49,21,21,10,11,7,4,18,14,0,-20,232
0021900954,2020-03-08,Cleveland Cavaliers,San Antonio Spurs,132,129,0.457,0.439,0.382,0.385,0.733,0.917,60,44,26,20,4,15,4,6,18,9,1,3,261
0021900955,2020-03-08,New York Knicks,Detroit Pistons,96,84,0.439,0.363,0.316,0.289,0.72,0.682,51,35,15,21,10,8,5,2,9,11,1,12,180
0021900956,2020-03-08,Sacramento Kings,Toronto Raptors,113,118,0.467,0.476,0.258,0.396,0.913,0.778,50,36,24,27,5,10,7,3,11,9,0,-5,231
0021900957,2020-03-09,Atlanta Hawks,Charlotte Hornets,143,138,0.552,0.471,0.488,0.396,0.593,0.913,53,35,33,31,1,9,5,6,15,3,1,5,281
0021900958,2020-03-09,Denver Nuggets,Milwaukee Bucks,109,95,0.436,0.378,0.39,0.3,0.917,0.667,48,48,28,23,11,8,8,4,12,17,1,14,204
0021900959,2020-03-09,Utah Jazz,Toronto Raptors,92,101,0.398,0.434,0.372,0.361,0.714,0.889,34,53,24,22,12,9,4,2,11,18,0,-9,193
0021900960,2020-03-10,Indiana Pacers,Boston Celtics,111,114,0.495,0.441,0.375,0.351,0.909,0.864,43,46,23,19,5,9,8,4,12,8,0,-3,225
0021900961,2020-03-10,Washington Wizards,New York Knicks,122,115,0.473,0.519,0.4,0.381,0.844,0.742,37,36,23,30,8,10,4,3,16,18,1,7,237
0021900962,2020-03-10,Chicago Bulls,Cleveland Cavaliers,108,103,0.5,0.5,0.353,0.25,0.8,0.739,46,35,23,29,8,9,6,5,21,18,1,5,211
0021900963,2020-03-10,Houston Rockets,Minnesota Timberwolves,117,111,0.513,0.482,0.395,0.4,0.769,0.739,33,41,24,21,9,9,5,0,16,18,1,6,228
0021900964,2020-03-10,Memphis Grizzlies,Orlando Magic,115,120,0.5,0.467,0.379,0.424,0.737,0.909,39,41,24,31,7,10,5,3,20,15,0,-5,235
0021900965,2020-03-10,San Antonio Spurs,Dallas Mavericks,119,109,0.517,0.457,0.469,0.386,0.8,0.727,40,42,32,23,11,8,10,3,11,14,1,10,228
0021900966,2020-03-10,Portland Trail Blazers,Phoenix Suns,121,105,0.506,0.402,0.486,0.344,0.824,0.96,46,43,20,26,9,3,9,5,11,14,1,16,226
0021900967,2020-03-10,Golden State Warriors,LA Clippers,107,131,0.468,0.5,0.289,0.455,0.815,1.0,35,47,25,28,3,5,0,2,9,10,0,-24,238
0021900968,2020-03-10,Los Angeles Lakers,Brooklyn Nets,102,104,0.46,0.411,0.375,0.325,0.583,0.739,46,47,24,24,7,7,4,3,14,10,0,-2,206
0021900969,2020-03-11,Atlanta Hawks,New York Knicks,131,136,0.453,0.532,0.341,0.393,0.808,0.735,53,47,26,32,6,14,3,9,17,12,0,-5,267
0021900970,2020-03-11,Miami Heat,Charlotte Hornets,98,109,0.464,0.451,0.341,0.5,0.833,0.818,36,50,32,20,8,7,5,4,14,14,0,-11,207
0021900971,2020-03-11,Philadelphia 76ers,Detroit Pistons,124,106,0.506,0.464,0.424,0.314,0.813,0.68,50,32,28,25,7,10,4,3,13,8,1,18,230
0021900973,2020-03-11,Dallas Mavericks,Denver Nuggets,113,97,0.457,0.47,0.343,0.359,0.739,0.625,52,40,23,23,9,6,2,4,10,15,1,16,210
0021901231,2020-07-30,New Orleans Pelicans,Utah Jazz,104,106,0.426,0.44,0.355,0.235,0.722,0.857,45,43,22,17,12,11,2,6,20,20,0,-2,210
0021901232,2020-07-30,Los Angeles Lakers,LA Clippers,103,101,0.39,0.432,0.306,0.444,0.757,0.75,45,36,21,17,6,6,3,5,16,20,1,2,204
0021901233,2020-07-31,Brooklyn Nets,Orlando Magic,118,128,0.484,0.529,0.31,0.355,0.739,0.893,39,42,30,31,4,8,2,3,14,12,0,-10,246
0021901234,2020-07-31,Portland Trail Blazers,Memphis Grizzlies,140,135,0.538,0.452,0.433,0.317,0.853,0.76,42,39,27,25,10,9,9,5,16,13,1,5,275
0021901235,2020-07-31,Washington Wizards,Phoenix Suns,112,125,0.462,0.525,0.364,0.344,0.87,0.938,36,37,18,29,7,10,2,3,18,17,0,-13,237
0021901236,2020-07-31,Milwaukee Bucks,Boston Celtics,119,112,0.464,0.407,0.317,0.297,0.824,0.794,47,48,25,18,9,8,7,5,15,15,1,7,231
0021901237,2020-07-31,San Antonio Spurs,Sacramento Kings,129,120,0.533,0.484,0.44,0.316,0.815,0.8,42,42,32,22,6,11,4,2,15,15,1,9,249
0021901238,2020-07-31,Dallas Mavericks,Houston Rockets,149,153,0.476,0.515,0.429,0.396,0.737,0.769,55,43,30,26,7,12,4,10,20,9,0,-4,302
0021901239,2020-08-01,Denver Nuggets,Miami Heat,105,125,0.438,0.556,0.229,0.448,0.792,0.865,38,38,28,29,7,7,2,2,19,15,0,-20,230
0021901240,2020-08-01,Oklahoma City Thunder,Utah Jazz,110,94,0.532,0.391,0.385,0.258,0.75,0.818,47,35,19,17,9,11,8,4,21,14,1,16,204
0021901241,2020-08-01,LA Clippers,New Orleans Pelicans,126,103,0.425,0.447,0.532,0.3,0.771,0.643,48,48,23,24,10,4,2,1,10,18,1,23,229
0021901242,2020-08-01,Indiana Pacers,Philadelphia 76ers,127,121,0.505,0.495,0.412,0.36,0.739,0.8,34,55,31,20,8,6,5,5,10,21,1,6,248
0021901243,2020-08-01,Toronto Raptors,Los Angeles Lakers,107,92,0.417,0.354,0.412,0.25,0.885,0.727,51,40,24,17,7,8,5,12,14,17,1,15,199
0021901244,2020-08-02,Brooklyn Nets,Washington Wizards,118,110,0.422,0.455,0.333,0.29,0.838,0.778,48,46,23,26,5,6,4,6,11,12,1,8,228
0021901245,2020-08-02,Boston Celtics,Portland Trail Blazers,128,124,0.545,0.5,0.6,0.452,0.765,0.938,36,35,24,31,9,8,6,5,14,12,1,4,252
0021901246,2020-08-02,Memphis Grizzlies,San Antonio Spurs,106,108,0.462,0.419,0.233,0.414,0.833,0.727,39,49,27,22,5,5,3,6,12,16,0,-2,214
0021901247,2020-08-02,Orlando Magic,Sacramento Kings,132,116,0.524,0.495,0.474,0.286,0.8,0.818,46,39,31,30,10,10,4,0,18,14,1,16,248
0021901248,2020-08-02,Houston Rockets,Milwaukee Bucks,120,116,0.396,0.489,0.344,0.257,0.871,0.739,36,65,22,21,15,6,3,6,9,22,1,4,236
0021901249,2020-08-02,Phoenix Suns,Dallas Mavericks,117,115,0.452,0.409,0.364,0.194,0.913,0.892,49,49,22,22,5,8,4,5,11,8,1,2,232
0021901250,2020-08-03,Miami Heat,Toronto Raptors,103,107,0.425,0.433,0.311,0.5,0.938,0.917,41,39,29,19,9,6,8,3,14,21,0,-4,210
0021901251,2020-08-03,Oklahoma City Thunder,Denver Nuggets,113,121,0.425,0.483,0.417,0.28,0.774,0.769,42,46,20,23,4,10,5,3,15,12,0,-8,234
0021901252,2020-08-03,Washington Wizards,Indiana Pacers,100,111,0.436,0.478,0.367,0.269,0.538,1.0,45,45,30,20,6,6,7,11,13,10,0,-11,211
0021901253,2020-08-03,New Orleans Pelicans,Memphis Grizzlies,109,99,0.451,0.398,0.379,0.279,0.615,0.867,49,43,25,25,7,3,1,10,14,13,1,10,208
0021901254,2020-08-03,Philadelphia 76ers,San Antonio Spurs,132,130,0.529,0.495,0.452,0.462,0.867,0.897,35,44,26,21,6,7,6,6,13,14,1,2,262
0021901255,2020-08-03,Utah Jazz,Los Angeles Lakers,108,116,0.446,0.5,0.279,0.346,0.88,0.806,42,38,25,23,8,12,3,3,21,14,0,-8,224
0021901256,2020-08-04,Milwaukee Bucks,Brooklyn Nets,116,119,0.477,0.417,0.333,0.368,0.652,0.75,54,42,28,30,3,5,5,6,18,7,0,-3,235
0021901257,2020-08-04,Sacramento Kings,Dallas Mavericks,110,114,0.413,0.367,0.372,0.22,0.667,0.78,47,61,26,22,8,4,3,2,10,17,0,-4,224
0021901258,2020-08-04,LA Clippers,Phoenix Suns,115,117,0.494,0.469,0.276,0.531,0.852,0.714,48,44,21,25,2,5,3,0,10,8,0,-2,232
0021901259,2020-08-04,Indiana Pacers,Orlando Magic,120,109,0.548,0.476,0.394,0.353,0.789,0.826,32,43,29,21,10,3,3,2,7,18,1,11,229
0021901260,2020-08-04,Miami Heat,Boston Celtics,112,106,0.442,0.435,0.349,0.303,0.744,0.815,42,45,22,15,8,7,5,4,12,16,1,6,218
0021901261,2020-08-04,Portland Trail Blazers,Houston Rockets,110,102,0.411,0.391,0.387,0.358,0.69,0.625,64,39,18,24,7,7,5,3,12,10,1,8,212
0021901262,2020-08-05,Utah Jazz,Memphis Grizzlies,124,115,0.452,0.473,0.4,0.379,0.909,0.72,46,41,25,21,5,7,4,3,17,14,1,9,239
0021901263,2020-08-05,Washington Wizards,Philadelphia 76ers,98,107,0.424,0.463,0.333,0.379,0.792,0.69,48,41,17,27,8,11,5,4,15,14,0,-9,205
0021901264,2020-08-05,San Antonio Spurs,Denver Nuggets,126,132,0.495,0.549,0.367,0.389,0.852,0.857,35,46,29,31,10,6,5,5,7,14,0,-6,258
0021901265,2020-08-05,Los Angeles Lakers,Oklahoma City Thunder,86,105,0.352,0.43,0.135,0.208,0.655,0.889,46,52,17,17,7,9,3,2,11,13,0,-19,191
0021901266,2020-08-05,Orlando Magic,Toronto Raptors,99,109,0.402,0.487,0.268,0.364,0.692,0.7,43,44,26,25,8,6,4,2,13,15,0,-10,208
0021901267,2020-08-05,Boston Celtics,Brooklyn Nets,149,115,0.568,0.474,0.513,0.25,0.829,0.81,43,34,29,23,10,9,10,2,14,17,1,34,264
0021901268,2020-08-06,Sacramento Kings,New Orleans Pelicans,140,125,0.538,0.573,0.485,0.412,0.727,0.739,39,30,26,31,11,4,3,3,8,17,1,15,265
0021901269,2020-08-06,Milwaukee Bucks,Miami Heat,130,116,0.526,0.422,0.405,0.457,0.868,0.926,44,39,27,28,7,6,3,1,14,19,1,14,246
0021901270,2020-08-06,Phoenix Suns,Indiana Pacers,114,99,0.467,0.435,0.265,0.345,0.95,0.789,53,38,27,20,6,6,4,5,15,15,1,15,213
0021901271,2020-08-06,Dallas Mavericks,LA Clippers,111,126,0.448,0.543,0.354,0.452,0.762,0.8,37,45,24,22,3,3,4,3,7,6,0,-15,237
0021901272,2020-08-06,Denver Nuggets,Portland Trail Blazers,115,125,0.524,0.467,0.5,0.59,0.765,0.8,44,39,30,30,5,7,4,6,16,9,0,-10,240
0021901273,2020-08-06,Houston Rockets,Los Angeles Lakers,113,97,0.429,0.455,0.368,0.105,0.87,0.694,34,48,26,18,11,11,5,6,19,24,1,16,210
0021901274,2020-08-07,San Antonio Spurs,Utah Jazz,119,111,0.506,0.418,0.409,0.432,0.769,0.792,47,49,27,25,10,8,5,4,13,15,1,8,230
0021901275,2020-08-07,Memphis Grizzlies,Oklahoma City Thunder,121,92,0.554,0.351,0.355,0.302,0.9,0.733,58,36,24,19,6,12,4,2,19,10,1,29,213
0021901276,2020-08-07,Brooklyn Nets,Sacramento Kings,119,106,0.488,0.427,0.425,0.3,0.643,0.75,44,50,30,19,9,3,3,4,9,15,1,13,225
0021901277,2020-08-07,Philadelphia 76ers,Orlando Magic,108,101,0.409,0.42,0.276,0.25,0.727,0.76,51,47,19,17,4,5,4,2,9,9,1,7,209
0021901278,2020-08-07,New Orleans Pelicans,Washington Wizards,118,107,0.477,0.422,0.343,0.37,0.846,0.913,45,40,25,22,7,9,8,4,18,13,1,11,225
0021901279,2020-08-07,Toronto Raptors,Boston Celtics,100,122,0.427,0.49,0.263,0.348,0.824,0.75,48,52,20,27,8,8,7,2,17,14,0,-22,222
0021901280,2020-08-08,Portland Trail Blazers,LA Clippers,117,122,0.489,0.494,0.395,0.441,0.706,0.821,41,45,24,24,5,5,2,2,11,14,0,-5,239
0021901281,2020-08-08,Denver Nuggets,Utah Jazz,134,132,0.472,0.448,0.243,0.4,0.767,0.727,52,51,29,34,10,6,5,4,11,22,1,2,266
0021901282,2020-08-08,Indiana Pacers,Los Angeles Lakers,116,111,0.524,0.42,0.455,0.333,0.929,0.737,42,44,25,20,12,13,4,6,20,15,1,5,227
0021901283,2020-08-08,Miami Heat,Phoenix Suns,112,119,0.488,0.478,0.306,0.375,0.864,0.95,37,52,28,27,6,5,9,4,12,11,0,-7,231
0021901284,2020-08-08,Dallas Mavericks,Milwaukee Bucks,136,132,0.417,0.475,0.321,0.341,0.92,0.676,54,55,37,26,6,3,2,9,6,13,1,4,268
0021901285,2020-08-09,Oklahoma City Thunder,Washington Wizards,121,103,0.512,0.413,0.462,0.25,0.773,0.818,43,44,25,23,7,6,3,3,12,15,1,18,224
0021901286,2020-08-09,Toronto Raptors,Memphis Grizzlies,108,99,0.479,0.407,0.385,0.333,0.758,0.688,40,42,25,24,17,14,7,3,25,22,1,9,207
0021901287,2020-08-09,New Orleans Pelicans,San Antonio Spurs,113,122,0.438,0.449,0.4,0.393,0.773,0.969,48,51,30,22,5,12,5,6,19,17,0,-9,235
0021901288,2020-08-09,Boston Celtics,Orlando Magic,122,119,0.441,0.402,0.3,0.319,0.833,0.846,54,52,32,24,9,7,7,4,12,13,1,3,241
0021901289,2020-08-09,Portland Trail Blazers,Philadelphia 76ers,124,121,0.473,0.485,0.314,0.467,0.931,0.765,41,48,19,24,8,6,6,3,10,15,1,3,245
0021901290,2020-08-09,Sacramento Kings,Houston Rockets,112,129,0.471,0.473,0.27,0.316,0.87,0.833,41,48,29,21,9,9,2,3,17,15,0,-17,241
0021901291,2020-08-09,LA Clippers,Brooklyn Nets,120,129,0.484,0.553,0.361,0.465,0.85,0.789,39,46,23,32,8,5,2,5,10,16,0,-9,249
0021901292,2020-08-10,Phoenix Suns,Oklahoma City Thunder,128,101,0.472,0.389,0.5,0.333,0.931,0.857,53,40,29,24,11,10,7,2,19,19,1,27,229
0021901293,2020-08-10,Utah Jazz,Dallas Mavericks,114,122,0.476,0.565,0.457,0.5,0.75,0.875,38,34,28,29,5,6,6,3,12,8,0,-8,236
0021901294,2020-08-10,Milwaukee Bucks,Toronto Raptors,106,114,0.393,0.433,0.326,0.3,0.743,0.692,49,55,25,24,4,11,6,6,19,13,0,-8,220
0021901295,2020-08-10,Miami Heat,Indiana Pacers,114,92,0.449,0.393,0.325,0.286,0.684,0.64,59,45,29,20,11,5,9,4,13,17,1,22,206
0021901296,2020-08-10,Los Angeles Lakers,Denver Nuggets,124,121,0.543,0.584,0.483,0.565,0.688,0.783,32,35,28,27,8,6,4,2,10,14,1,3,245
0021901297,2020-08-11,Orlando Magic,Brooklyn Nets,96,108,0.386,0.427,0.304,0.302,0.862,0.792,49,47,13,26,9,9,3,4,17,13,0,-12,204
0021901298,2020-08-11,San Antonio Spurs,Houston Rockets,123,105,0.495,0.404,0.406,0.292,0.9,0.905,59,37,28,18,10,14,5,3,22,18,1,18,228
0021901299,2020-08-11,Philadelphia 76ers,Phoenix Suns,117,130,0.495,0.551,0.455,0.429,0.714,0.952,34,44,28,28,5,4,4,3,8,7,0,-13,247
0021901300,2020-08-11,Dallas Mavericks,Portland Trail Blazers,131,134,0.519,0.469,0.455,0.395,0.818,0.931,37,48,28,18,4,9,5,3,17,8,0,-3,265
0021901301,2020-08-11,Memphis Grizzlies,Boston Celtics,107,122,0.393,0.512,0.241,0.432,0.789,0.783,44,46,26,29,8,7,4,7,8,12,0,-15,229
0021901302,2020-08-11,Sacramento Kings,New Orleans Pelicans,112,106,0.489,0.512,0.423,0.292,0.938,0.789,45,34,27,25,4,8,6,6,20,19,1,6,218
0021901303,2020-08-11,Washington Wizards,Milwaukee Bucks,113,126,0.411,0.506,0.343,0.474,0.767,0.714,44,53,22,25,2,6,3,0,11,14,0,-13,239
0021901304,2020-08-12,Houston Rockets,Indiana Pacers,104,108,0.372,0.4,0.281,0.355,0.857,0.773,49,54,20,25,8,15,6,7,20,14,0,-4,212
0021901305,2020-08-12,Philadelphia 76ers,Toronto Raptors,121,125,0.464,0.444,0.425,0.419,0.788,0.675,47,47,27,28,9,8,10,7,17,12,0,-4,246
0021901306,2020-08-12,Oklahoma City Thunder,Miami Heat,116,115,0.438,0.488,0.381,0.333,0.815,0.85,50,40,20,24,7,14,4,2,16,12,1,1,231
0021901307,2020-08-12,Denver Nuggets,LA Clippers,111,124,0.494,0.541,0.371,0.378,0.632,0.783,42,40,33,29,4,11,3,1,12,7,0,-13,235
0021901308,2020-08-13,Boston Celtics,Washington Wizards,90,96,0.398,0.386,0.229,0.385,0.857,0.75,51,56,22,22,8,11,7,6,18,18,0,-6,186
0021901309,2020-08-13,Brooklyn Nets,Portland Trail Blazers,133,134,0.552,0.481,0.424,0.333,0.684,0.875,46,42,28,25,5,10,5,4,14,9,0,-1,267
0021901310,2020-08-13,Los Angeles Lakers,Sacramento Kings,122,136,0.49,0.568,0.429,0.447,0.733,0.583,47,44,29,37,6,12,1,2,17,14,0,-14,258
0021901311,2020-08-13,Memphis Grizzlies,Milwaukee Bucks,119,106,0.5,0.398,0.394,0.317,0.696,0.652,55,45,36,27,4,8,3,3,18,15,1,13,225
0021901312,2020-08-13,Orlando Magic,New Orleans Pelicans,133,127,0.571,0.552,0.536,0.294,0.733,0.778,33,40,25,22,6,6,2,4,12,13,1,6,260
0021901313,2020-08-13,Phoenix Suns,Dallas Mavericks,128,102,0.551,0.438,0.412,0.308,0.762,0.842,45,43,34,17,6,3,4,4,5,11,1,26,230
0021901314,2020-08-13,Utah Jazz,San Antonio Spurs,118,112,0.465,0.494,0.326,0.5,0.9,0.667,43,44,25,24,7,4,5,8,8,15,1,6,230
0021901315,2020-08-14,Houston Rockets,Philadelphia 76ers,96,134,0.438,0.563,0.25,0.474,0.875,0.818,27,51,25,31,10,8,9,4,17,16,0,-38,230
0021901316,2020-08-14,Indiana Pacers,Miami Heat,109,92,0.483,0.356,0.395,0.263,0.727,0.741,51,48,32,14,11,6,3,5,19,19,1,17,201
0021901317,2020-08-14,LA Clippers,Oklahoma City Thunder,107,103,0.4,0.358,0.324,0.318,0.692,0.591,61,48,23,18,10,5,2,6,20,16,1,4,210
0021901318,2020-08-14,Toronto Raptors,Denver Nuggets,117,109,0.5,0.414,0.514,0.421,0.643,0.913,51,41,27,27,8,9,5,11,19,15,1,8,226
0022000001,2020-12-22,Brooklyn Nets,Golden State Warriors,125,99,0.457,0.374,0.429,0.303,0.813,0.652,57,47,24,26,11,6,7,6,20,18,1,26,224
0022000002,2020-12-22,Los Angeles Lakers,LA Clippers,109,116,0.469,0.473,0.31,0.35,0.774,0.737,45,40,22,22,4,10,2,3,19,16,0,-7,225
